Data;Série;Código;Contratos em Aberto;Negócios Realizados;Contratos Negociados;Volume;Preço de Abertura;Preço Mínimo;Preço Máximo;Preço Médio;Último Preço;Variação em Pontos;Prêmio de Referência;Última Oferta de Compra;Última Oferta de Venda
2025-02-13;NT9J;N25C006300;340.0;1.0;400.0;1697000.0;84.85;84.85;84.85;84.85;84.85;;87.34;;
2025-02-13;NT9L;N25C006400;5000.0;;;;;;;;;;70.1;;
2025-02-13;NT9M;N25C006450;200.0;;;;;;;;;;62.79;;
2025-02-13;NT9P;N25C006600;1080.0;;;;;;;;;;45.27;;
2025-02-13;NT9Q;N25C006700;3750.0;;;;;;;;;;36.62;;
2025-02-13;NV82;N26C006000;5400.0;;;;;;;;;;585.53;;
2025-02-13;NV84;N26C007000;370.0;;;;;;;;;;238.61;;
2025-02-13;NV8J;N26C005500;90.0;;;;;;;;;;881.45;;
2025-02-13;NV8L;N26C005600;5000.0;;;;;;;;;;816.04;;
2025-02-13;NV8N;N26C005700;5000.0;;;;;;;;;;753.08;;
2025-02-13;NV8S;N26C005900;5000.0;;;;;;;;;;636.98;;
2025-02-13;NV8V;N26C006100;225.0;;;;;;;;;;537.38;;
2025-02-13;NV8W;N26C006200;5000.0;;;;;;;;;;492.49;;
2025-02-13;NV8X;N26C006300;5300.0;;;;;;;;;;450.31;;
2025-02-13;NV92;N26C006600;5960.0;;;;;;;;;;342.22;;
2025-02-13;NV96;N26C007500;3000.0;;;;;;;;;;159.15;;
2025-02-13;NW81;N27C007650;;1.0;35.0;610026.0;348.59;348.59;348.59;348.59;348.59;;345.16;;
2025-02-13;NX8X;N28C006400;540.0;;;;;;;;;;990.89;;
2025-02-13;NX99;N28C007000;75.0;;;;;;;;;;754.24;;
2025-02-13;NY9C;N29C008000;830.0;;;;;;;;;;651.95;;
2025-02-13;QT83;Q25C005650;30.0;;;;;;;;;;396.93;;
2025-02-13;QT88;Q25C005900;120.0;;;;;;;;;;254.56;;
2025-02-13;QT8B;Q25C006000;50.0;;;;;;;;;;211.25;;
2025-02-13;QT8M;Q25C006450;5.0;;;;;;;;;;92.62;;
2025-02-13;QT8S;Q25C006700;75.0;;;;;;;;;;57.37;;
2025-02-13;QT8Z;Q25C007000;20.0;;;;;;;;;;32.61;;
2025-02-13;UT8F;U25C005150;10.0;;;;;;;;;;832.67;;
2025-02-13;UT8N;U25C005500;10.0;;;;;;;;;;546.84;;
2025-02-13;UT8S;U25C005700;30.0;;;;;;;;;;408.12;;
2025-02-13;UT8T;U25C005750;5.0;;;;;;;;;;378.35;;
2025-02-13;UT8X;U25C005900;45.0;;;;;;;;;;297.99;;
2025-02-13;UT8Z;U25C006000;5.0;;;;;;;;;;251.14;;
2025-02-13;UT93;U25C006200;5.0;;;;;;;;;;178.81;;
2025-02-13;UT9F;U25C006700;5.0;;;;;;;;;;75.56;;
2025-02-13;VT80;V25C005600;130.0;;;;;;;;;;517.23;;
2025-02-13;VT81;V25C005650;5000.0;;;;;;;;;;483.42;;
2025-02-13;VT82;V25C005700;6850.0;;;;;;;;;;451.55;;
2025-02-13;VT84;V25C005800;2090.0;;;;;;;;;;392.78;;
2025-02-13;VT85;V25C005850;5900.0;;;;;;;;;;365.48;;
2025-02-13;VT87;V25C005950;6300.0;;;;;;;;;;315.25;;
2025-02-13;VT88;V25C006000;7195.0;;;;;;;;;;292.12;;
2025-02-13;VT8B;V25C006100;1235.0;;;;;;;;;;250.04;;
2025-02-13;VT8D;V25C006200;750.0;;;;;;;;;;214.12;;
2025-02-13;VT8F;V25C006500;1845.0;;;;;;;;;;135.3;;
2025-02-13;VT8K;V25C007500;1000.0;;;;;;;;;;28.84;;
2025-02-13;VT8T;V25C005200;5000.0;;;;;;;;;;824.73;;
2025-02-13;VT8Y;V25C005400;5275.0;;;;;;;;;;663.56;;
2025-02-13;VT90;V25C005500;5300.0;;;;;;;;;;588.29;;
2025-02-13;VT97;V25C006250;2000.0;;;;;;;;;;198.04;;
2025-02-13;VT9B;V25C006400;105.0;;;;;;;;;;156.77;;
2025-02-13;VT9G;V25C006650;190.0;;;;;;;;;;109.16;;
2025-02-13;VT9P;V25C007000;6080.0;;;;;;;;;;63.25;;
2025-02-13;VV8B;V26C006000;105.0;;;;;;;;;;677.16;;
2025-02-13;VV8D;V26C006200;200.0;;;;;;;;;;582.24;;
2025-02-13;VV8J;V26C006500;100.0;;;;;;;;;;459.87;;
2025-02-13;VV8K;V26C006550;100.0;;;;;;;;;;441.88;;
2025-02-13;VV8N;V26C006700;200.0;;;;;;;;;;391.14;;
2025-02-13;VV8S;V26C006900;100.0;;;;;;;;;;334.03;;
2025-02-13;VV8V;V26C007000;2400.0;;;;;;;;;;309.24;;
2025-02-13;VV92;V26C007500;2750.0;;;;;;;;;;211.14;;
2025-02-13;XT8T;X25C005750;225.0;;;;;;;;;;460.16;;
2025-02-13;XT8Z;X25C006000;5.0;;;;;;;;;;329.3;;
2025-02-13;XT93;X25C006200;105.0;;;;;;;;;;247.07;;
2025-02-13;XT9F;X25C006700;320.0;;;;;;;;;;123.41;;
2025-02-13;ZT8N;Z25C006000;200.0;;;;;;;;;;363.73;;
2025-02-13;ZT8S;Z25C006200;5.0;;;;;;;;;;278.72;;
2025-02-13;ZT8Z;Z25C006500;650.0;;;;;;;;;;186.78;;
2025-02-13;ZT93;Z25C006700;60.0;;;;;;;;;;145.36;;
