2024-09-30 09:54:31.248383,5779.5
2024-09-30 09:55:31.279122,5779.5
2024-09-30 09:56:31.295877,5779.5
2024-09-30 09:57:06.684459,5780.0
2024-09-30 09:58:06.720192,5780.0
2024-09-30 09:59:06.729956,5780.0
2024-09-30 10:00:06.742716,5780.0
2024-09-30 10:01:06.747136,5780.0
2024-09-30 10:02:06.757461,5780.0
2024-09-30 10:03:06.771803,5780.0
2024-09-30 10:04:06.788745,5780.0
2024-09-30 10:05:06.794514,5780.0
2024-09-30 10:06:06.797285,5780.0
2024-09-30 10:07:06.807564,5780.0
2024-09-30 10:08:06.824320,5780.0
2024-09-30 10:09:06.840077,5780.0
2024-09-30 10:10:06.856833,5780.0
2024-09-30 10:11:06.859605,5780.0
2024-10-01 08:18:19.078027,5810.833333333332
2024-10-01 08:22:17.060651,5809.916666666667
2024-10-01 08:23:17.095426,5809.916666666667
2024-10-01 08:24:17.113221,5809.916666666667
2024-10-01 08:25:17.126022,5809.916666666667
2024-10-01 08:26:17.141820,5809.916666666667
2024-10-01 08:26:24.766901,5809.916666666667
2024-10-01 08:27:23.966652,5801.620218579235
2024-10-01 08:28:48.258054,5801.6202185792345
2024-10-01 08:38:15.344220,5801.6202185792345
