Data;Série;Código;Contratos em Aberto;Negócios Realizados;Contratos Negociados;Volume;Preço de Abertura;Preço Mínimo;Preço Máximo;Preço Médio;Último Preço;Variação em Pontos;Prêmio de Referência;Última Oferta de Compra;Última Oferta de Venda
2025-02-14;FV83;F26C007500;3.0;;;;;;;;;;5381.0;;
2025-02-14;FV84;F26C007600;150.0;;;;;;;;;;4806.0;;
2025-02-14;FV87;F26C006200;1.6;;;;;;;;;;27253.0;;
2025-02-14;FV8N;F26C005100;500.0;;;;;;;;;;93997.0;;
2025-02-14;FV8S;F26C005300;1.0;;;;;;;;;;78338.0;;
2025-02-14;FV8X;F26C005500;110.0;;;;;;;;;;63832.0;;
2025-02-14;FV8Z;F26C005600;200.0;;;;;;;;;;57100.0;;
2025-02-14;FV91;F26C005700;1.0;;;;;;;;;;50856.0;;
2025-02-14;FV93;F26C005800;1.5;;;;;;;;;;45221.0;;
2025-02-14;FV94;F26C005850;2.0;;;;;;;;;;42558.0;;
2025-02-14;FV95;F26C005900;2.145;;;;;;;;;;40029.0;;
2025-02-14;FV96;F26C005950;2.35;;;;;;;;;;37614.0;;
2025-02-14;FV97;F26C006000;600.0;;;;;;;;;;35314.0;;
2025-02-14;FV98;F26C007000;38.15;;;;;;;;;;9892.0;;
2025-02-14;FV99;F26C006500;3.5;;;;;;;;;;18484.0;;
2025-02-14;FV9G;F26C006300;900.0;;;;;;;;;;23945.0;;
2025-02-14;FV9J;F26C006400;50.0;;;;;;;;;;21033.0;;
2025-02-14;FV9N;F26C006800;20.0;;;;;;;;;;12691.0;;
2025-02-14;FV9P;F26C006850;10.0;;;;;;;;;;11944.0;;
2025-02-14;FW82;F27C007000;150.0;;;;;;;;;;33325.0;;
2025-02-14;FW83;F27C006000;165.0;;;;;;;;;;70065.0;;
2025-02-14;FW84;F27C006500;1.55;;;;;;;;;;48607.0;;
2025-02-14;FW89;F27C005800;100.0;;;;;;;;;;80738.0;;
2025-02-14;FW8V;F27C007150;400.0;;;;;;;;;;29845.0;;
2025-02-14;FW8W;F27C007200;35.0;;;;;;;;;;28772.0;;
2025-02-14;FW9D;F27C008000;500.0;;;;;;;;;;16631.0;;
2025-02-14;FWB1;F27C009000;200.0;;;;;;;;;;8654.0;;
2025-02-14;FX85;F28C006000;60.0;;;;;;;;;;98630.0;;
2025-02-14;FX8D;F28C006700;25.0;;;;;;;;;;68155.0;;
2025-02-14;FX8F;F28C011000;700.0;;;;;;;;;;9443.0;;
2025-02-14;FX8G;F28C008500;700.0;;;;;;;;;;27163.0;;
2025-02-14;FX8P;F28C007500;1.15;;;;;;;;;;44788.0;;
2025-02-14;FY88;F29C006300;100.0;;;;;;;;;;1.08186;;
2025-02-14;FY8F;F29C007500;645.0;;;;;;;;;;66676.0;;
2025-02-14;FY8N;F29C008000;280.0;;;;;;;;;;54261.0;;
2025-02-14;FY8P;F29C008500;500.0;;;;;;;;;;44468.0;;
2025-02-14;GV8T;G26C006750;7.0;;;;;;;;;;15654.0;;
2025-02-14;HT86;H25C005300;35.0;;;;;;;;;;42550.0;;
2025-02-14;HT87;H25C005350;250.0;;;;;;;;;;37583.0;;
2025-02-14;HT88;H25C005400;100.0;;;;;;;;;;32631.0;;
2025-02-14;HT89;H25C005450;25.0;;;;;;;;;;27710.0;;
2025-02-14;HT8B;H25C005500;60.0;;;;;;;;;;22851.0;;
2025-02-14;HT8D;H25C005600;320.0;;;;;;;;;;13663.0;;
2025-02-14;HT8F;H25C005650;20.0;;;;;;;;;;9713.0;;
2025-02-14;HT8G;H25C005700;70.0;;;;;;;;;;6533.0;;
2025-02-14;HT8H;H25C005800;2.875;;;;;;;;;;2609.0;;
