Data;Série;Código;Contratos em Aberto;Negócios Realizados;Contratos Negociados;Volume;Preço de Abertura;Preço Mínimo;Preço Máximo;Preço Médio;Último Preço;Variação em Pontos;Prêmio de Referência;Última Oferta de Compra;Última Oferta de Venda
2025-02-21;HTFD;H25P005575;500;;;;;;;;;1.62;;;
2025-02-21;HTFF;H25P005625;5000;;;;;;;;;4.29;;;
2025-02-21;HTFG;H25P005675;40;;;;;;;;;12.38;;;
2025-02-21;HTFH;H25P005725;2210;;;;;;;;;30.25;;;
2025-02-21;HTFK;H25P005825;40;;;;;;;;;98.69;;;
2025-02-21;HTFL;H25P005875;245;;;;;;;;;142.92;;;
2025-02-21;HTFP;H25P006025;30;;;;;;;;;287.61;;;
2025-02-21;HTG4;H25P006625;15;;;;;;;;;885.31;;;
2025-02-21;JTD0;J25P005000;175;;;;;;;;;0.0;;;
2025-02-21;JTD1;J25P005250;100;;;;;;;;;0.37;;;
2025-02-21;JTD2;J25P005500;40;;;;;;;;;9.11;;;
2025-02-21;JTD3;J25P005750;1000;;;;;;;;;77.38;;;
2025-02-21;JTD9;J25P004500;205;;;;;;;;;0.0;;;
2025-02-21;JTDC;J25P004900;100;;;;;;;;;0.0;;;
2025-02-21;JTDD;J25P004950;450;;;;;;;;;0.0;;;
2025-02-21;JTDF;J25P005050;500;;;;;;;;;0.01;;;
2025-02-21;JTDG;J25P005100;400;;;;;;;;;0.03;;;
2025-02-21;JTDH;J25P005150;135;;;;;;;;;0.07;;;
2025-02-21;JTDK;J25P005300;1850;;;;;;;;;0.8;;;
2025-02-21;JTDM;J25P005400;100;;;;;;;;;2.97;;;
2025-02-21;JTDN;J25P005450;200;;;;;;;;;5.32;;;
2025-02-21;JTDP;J25P005550;300;;;;;;;;;15.13;;;
2025-02-21;JTDQ;J25P005600;1030;;;;;;;;;24.0;;;
2025-02-21;JTDR;J25P005700;2090;2.0;100.0;270001.0;53.73;53.73;54.5;54.0;54.5;54.68;;;90.0
2025-02-21;JTDS;J25P005800;10;;;;;;;;;104.99;;;
2025-02-21;JTDT;J25P005850;400;;;;;;;;;137.13;;;
2025-02-21;JTDV;J25P005900;95;;;;;;;;;174.01;;;
2025-02-21;JTG9;J25P005725;100;;;;;;;;;65.41;;;
2025-02-21;JVDK;J26P004950;100;;;;;;;;;15.38;;;
2025-02-21;JVDN;J26P005100;3300;;;;;;;;;24.62;;;
2025-02-21;JVDP;J26P005150;3200;;;;;;;;;28.6;;;
2025-02-21;JVDQ;J26P005200;1400;;;;;;;;;32.97;;;
2025-02-21;JVDS;J26P005300;3600;;;;;;;;;43.5;;;
2025-02-21;JVDV;J26P005400;1085;;;;;;;;;56.82;;;
2025-02-21;JVDW;J26P005450;120;;;;;;;;;64.58;;;
2025-02-21;JVDX;J26P005500;120;;;;;;;;;72.95;;;
2025-02-21;JVF3;J26P005800;200;;;;;;;;;142.5;;;
2025-02-21;JVFB;J26P006400;500;;;;;;;;;398.06;;;
2025-02-21;JWDL;J27P006150;10;;;;;;;;;205.47;;;
2025-02-21;KTD1;K25P004900;300;;;;;;;;;0.06;;;
2025-02-21;KTD4;K25P005050;160;;;;;;;;;0.4;;;
2025-02-21;KTD6;K25P005200;100;;;;;;;;;2.01;;;
2025-02-21;KTD7;K25P005250;100;;;;;;;;;3.21;;;
2025-02-21;KTDC;K25P005450;300;;;;;;;;;15.92;;;
2025-02-21;KTDD;K25P005500;120;;;;;;;;;22.75;;;
2025-02-21;KTDG;K25P005600;135;;;;;;;;;42.95;;;
2025-02-21;KTDH;K25P005650;110;;;;;;;;;58.01;;;
2025-02-21;KTDJ;K25P005700;20;;;;;;;;;76.38;;;
2025-02-21;KTDK;K25P005750;55;;;;;;;;;98.16;;;
2025-02-21;KTDP;K25P005950;70;;;;;;;;;218.29;;;
2025-02-21;KTDR;K25P006050;50;;;;;;;;;295.42;;;
2025-02-21;KTDS;K25P006100;65;;;;;;;;;335.49;;;
2025-02-21;KTG9;K25P004400;205;;;;;;;;;0.0;;;
2025-02-21;MTD1;M25P004650;435;;;;;;;;;0.02;;;
2025-02-21;MTD8;M25P005000;20;;;;;;;;;1.09;;;
2025-02-21;MTDB;M25P005100;435;;;;;;;;;2.49;;;
2025-02-21;MTDC;M25P005150;410;;;;;;;;;3.63;;;
2025-02-21;MTDD;M25P005200;200;;;;;;;;;5.23;;;
2025-02-21;MTDJ;M25P005400;830;;;;;;;;;18.88;;;
2025-02-21;MTDK;M25P005450;140;;;;;;;;;25.23;;;
2025-02-21;MTDN;M25P005600;20;;;;;;;;;54.79;;;
2025-02-21;MTDP;M25P005650;120;;;;;;;;;70.01;;;
2025-02-21;MTDQ;M25P005700;255;1.0;760.0;3637170.0;95.72;95.72;95.72;95.72;95.72;87.74;;;
2025-02-21;MTDR;M25P005750;5;;;;;;;;;108.17;;;
2025-02-21;MTDY;M25P006050;40;;;;;;;;;285.57;;;
2025-02-21;NTD6;N25P004800;8000;;;;;;;;;0.49;;;
2025-02-21;NTD8;N25P004900;5380;;;;;;;;;1.14;;;
2025-02-21;NTDB;N25P005000;7450;;;;;;;;;2.41;;;
2025-02-21;NTDF;N25P005100;21150;;;;;;;;;4.7;;;
2025-02-21;NTDG;N25P005150;110;;;;;;;;;6.43;;;
2025-02-21;NTDH;N25P005200;315;;;;;;;;;8.71;;;
2025-02-21;NTDK;N25P005250;5665;;;;;;;;;11.56;;;
2025-02-21;NTDL;N25P005300;5020;;;;;;;;;15.21;;;
2025-02-21;NTDM;N25P005350;65;;;;;;;;;19.77;;;
2025-02-21;NTDN;N25P005400;13500;;;;;;;;;25.58;;;
2025-02-21;NTDP;N25P005450;5255;;;;;;;;;32.74;;;
2025-02-21;NTDQ;N25P005500;6800;;;;;;;;;41.45;;;
2025-02-21;NTDR;N25P006000;50;;;;;;;;;247.48;;;
2025-02-21;NTDT;N25P006100;105;;;;;;;;;314.73;;;
2025-02-21;NTF2;N25P005600;473;;;;;;;;;63.69;;;
2025-02-21;NTF3;N25P005700;6425;;;;;;;;;96.1;;;
2025-02-21;NTF4;N25P005800;2600;;;;;;;;;137.5;;;
2025-02-21;NTF5;N25P005900;105;;;;;;;;;187.71;;;
2025-02-21;NTF8;N25P005550;40;;;;;;;;;51.69;;;
2025-02-21;NTF9;N25P005650;1250;;;;;;;;;78.71;;;
2025-02-21;NTFB;N25P005750;70;;;;;;;;;115.69;;;
2025-02-21;NTFF;N25P006150;175;;;;;;;;;350.83;;;
2025-02-21;NTFG;N25P006200;660;;;;;;;;;388.37;;;
2025-02-21;NTFH;N25P006250;10;;;;;;;;;427.21;;;
2025-02-21;NVD2;N26P006000;5485;;;;;;;;;198.3;;;
2025-02-21;NVD5;N26P004900;200;;;;;;;;;15.18;;;
2025-02-21;NVDD;N26P005300;70;;;;;;;;;45.36;;;
2025-02-21;NVDH;N26P005450;155;;;;;;;;;65.39;;;
2025-02-21;NVDJ;N26P005500;400;;;;;;;;;73.31;;;
2025-02-21;NVDL;N26P005600;5000;;;;;;;;;91.04;;;
2025-02-21;NVDM;N26P005650;80;;;;;;;;;101.05;;;
2025-02-21;NVDN;N26P005700;5000;;;;;;;;;111.79;;;
2025-02-21;NVDP;N26P005750;960;;;;;;;;;123.3;;;
2025-02-21;NVDQ;N26P005800;70;;;;;;;;;135.59;;;
2025-02-21;NVDS;N26P005900;5000;;;;;;;;;164.85;;;
2025-02-21;NVDW;N26P006200;5095;;;;;;;;;275.14;;;
2025-02-21;NVDX;N26P006300;5600;;;;;;;;;318.31;;;
2025-02-21;NVF2;N26P006600;5000;;;;;;;;;467.85;;;
2025-02-21;QTD1;Q25P005550;270;;;;;;;;;58.53;;;
2025-02-21;QTD3;Q25P005650;270;;;;;;;;;84.53;;;
2025-02-21;QTD4;Q25P005700;10;;;;;;;;;100.71;;;
2025-02-21;QTD5;Q25P005750;5;;;;;;;;;118.63;;;
2025-02-21;QTD6;Q25P005800;60;;;;;;;;;139.14;;;
2025-02-21;QTDD;Q25P006100;205;;;;;;;;;305.79;;;
2025-02-21;QTFL;Q25P005400;20;;;;;;;;;31.71;;;
2025-02-21;QTFM;Q25P005450;70;;;;;;;;;39.29;;;
2025-02-21;UTD8;U25P004900;100;;;;;;;;;3.42;;;
2025-02-21;UTDF;U25P005150;10;;;;;;;;;12.54;;;
2025-02-21;UTDH;U25P005250;100;;;;;;;;;19.65;;;
2025-02-21;UTDM;U25P005450;200;;;;;;;;;44.85;;;
2025-02-21;UTDN;U25P005500;10;;;;;;;;;53.98;;;
2025-02-21;UTDP;U25P005550;100;;;;;;;;;64.42;;;
2025-02-21;UTDQ;U25P005600;100;;;;;;;;;76.25;;;
2025-02-21;UTDR;U25P005650;100;;;;;;;;;90.33;;;
2025-02-21;UTDT;U25P005750;5;;;;;;;;;124.56;;;
2025-02-21;VTD0;V25P005600;20;;;;;;;;;82.22;;;
2025-02-21;VTD1;V25P005650;10440;;;;;;;;;95.26;;;
2025-02-21;VTD2;V25P005700;5100;;;;;;;;;110.11;;;
2025-02-21;VTD3;V25P005750;5;;;;;;;;;126.26;;;
2025-02-21;VTD4;V25P005800;700;;;;;;;;;144.03;;;
2025-02-21;VTD5;V25P005850;5000;;;;;;;;;163.62;;;
2025-02-21;VTD6;V25P005900;85;;;;;;;;;185.73;;;
2025-02-21;VTD7;V25P005950;5020;;;;;;;;;209.37;;;
2025-02-21;VTD8;V25P006000;6500;;;;;;;;;234.66;;;
2025-02-21;VTDD;V25P006200;300;;;;;;;;;351.49;;;
2025-02-21;VTDP;V25P005000;2700;;;;;;;;;8.4;;;
2025-02-21;VTDQ;V25P005050;5200;;;;;;;;;10.57;;;
2025-02-21;VTDR;V25P005100;5250;;;;;;;;;13.2;;;
2025-02-21;VTDS;V25P005150;1450;;;;;;;;;16.34;;;
2025-02-21;VTDT;V25P005200;5780;;;;;;;;;20.07;;;
2025-02-21;VTDV;V25P005250;1050;;;;;;;;;24.46;;;
2025-02-21;VTDX;V25P005350;1500;;;;;;;;;35.72;;;
2025-02-21;VTDY;V25P005400;5385;;;;;;;;;42.87;;;
2025-02-21;VTDZ;V25P005450;2200;;;;;;;;;50.96;;;
2025-02-21;VTF0;V25P005500;5280;;;;;;;;;60.15;;;
2025-02-21;VTF3;V25P004800;100;;;;;;;;;3.06;;;
2025-02-21;VTF5;V25P004900;585;;;;;;;;;5.17;;;
2025-02-21;VTF6;V25P004950;1000;;;;;;;;;6.62;;;
2025-02-21;VTF8;V25P006300;400;;;;;;;;;417.72;;;
2025-02-21;VVD0;V26P005000;40;;;;;;;;;23.81;;;
2025-02-21;VVD4;V26P005400;50;;;;;;;;;60.87;;;
2025-02-21;VVD5;V26P005500;100;;;;;;;;;75.16;;;
2025-02-21;VVD7;V26P005700;460;;;;;;;;;110.57;;;
2025-02-21;VVDB;V26P006000;1000;;;;;;;;;186.78;;;
2025-02-21;VVDD;V26P006200;2100;;;;;;;;;255.83;;;
2025-02-21;VVDN;V26P006700;400;;;;;;;;;477.62;;;
2025-02-21;VVDW;V26P005750;1750;;;;;;;;;121.11;;;
2025-02-21;XTDB;X25P005000;320;;;;;;;;;10.54;;;
2025-02-21;XTDR;X25P005650;200;;;;;;;;;97.7;;;
2025-02-21;XTDT;X25P005750;325;;;;;;;;;129.37;;;
2025-02-21;XTDV;X25P005800;400;;;;;;;;;147.23;;;
2025-02-21;XTDX;X25P005900;50;;;;;;;;;187.13;;;
2025-02-21;XTDZ;X25P006000;400;;;;;;;;;232.34;;;
2025-02-21;ZTD2;Z25P005100;650;;;;;;;;;18.71;;;
2025-02-21;ZTDH;Z25P005750;5;;;;;;;;;130.43;;;
2025-02-21;ZTDK;Z25P005850;105;;;;;;;;;165.63;;;
2025-02-21;ZTDM;Z25P005950;40;;;;;;;;;206.15;;;
2025-02-21;ZTDN;Z25P006000;650;;;;;;;;;228.41;;;
2025-02-21;ZTDP;Z25P006050;200;;;;;;;;;251.92;;;
2025-02-21;ZTDR;Z25P006150;110;;;;;;;;;302.74;;;
2025-02-21;ZTDV;Z25P006300;100;;;;;;;;;389.09;;;
