Data;Série;Código;Contratos em Aberto;Negócios Realizados;Contratos Negociados;Volume;Preço de Abertura;Preço Mínimo;Preço Máximo;Preço Médio;Último Preço;Variação em Pontos;Prêmio de Referência;Última Oferta de Compra;Última Oferta de Venda
2025-02-18;FV83;F26C007500;3000;;;;;;;;;;49.96;;
2025-02-18;FV84;F26C007600;150;;;;;;;;;;44.47;;
2025-02-18;FV87;F26C006200;1600;;;;;;;;;;257.89;;
2025-02-18;FV8N;F26C005100;500;;;;;;;;;;916.1;;
2025-02-18;FV8S;F26C005300;1000;;;;;;;;;;759.91;;
2025-02-18;FV8X;F26C005500;110;;;;;;;;;;615.78;;
2025-02-18;FV8Z;F26C005600;200;;;;;;;;;;549.1;;
2025-02-18;FV91;F26C005700;1000;;;;;;;;;;487.96;;
2025-02-18;FV93;F26C005800;1500;;;;;;;;;;432.56;;
2025-02-18;FV94;F26C005850;2000;;;;;;;;;;406.63;;
2025-02-18;FV95;F26C005900;2145;;;;;;;;;;381.86;;
2025-02-18;FV96;F26C005950;2350;;;;;;;;;;358.27;;
2025-02-18;FV97;F26C006000;600;;;;;;;;;;336.02;;
2025-02-18;FV98;F26C007000;38150;;;;;;;;;;92.14;;
2025-02-18;FV99;F26C006500;3500;;;;;;;;;;174.01;;
2025-02-18;FV9G;F26C006300;900;;;;;;;;;;226.14;;
2025-02-18;FV9J;F26C006400;50;;;;;;;;;;198.3;;
2025-02-18;FV9N;F26C006800;20;;;;;;;;;;119.04;;
2025-02-18;FV9P;F26C006850;10;;;;;;;;;;111.92;;
2025-02-18;FW82;F27C007000;150;;;;;;;;;;321.75;;
2025-02-18;FW83;F27C006000;165;;;;;;;;;;677.8;;
2025-02-18;FW84;F27C006500;1550;;;;;;;;;;465.82;;
2025-02-18;FW89;F27C005800;100;;;;;;;;;;783.17;;
2025-02-18;FW8V;F27C007150;400;;;;;;;;;;288.06;;
2025-02-18;FW8W;F27C007200;35;;;;;;;;;;277.69;;
2025-02-18;FW9D;F27C008000;500;;;;;;;;;;165.38;;
2025-02-18;FWB1;F27C009000;200;;;;;;;;;;85.13;;
2025-02-18;FX85;F28C006000;60;;;;;;;;;;955.74;;
2025-02-18;FX8D;F28C006700;25;;;;;;;;;;657.01;;
2025-02-18;FX8F;F28C011000;700;;;;;;;;;;92.99;;
2025-02-18;FX8G;F28C008500;700;;;;;;;;;;264.07;;
2025-02-18;FX8P;F28C007500;1150;;;;;;;;;;428.78;;
2025-02-18;FY88;F29C006300;100;;;;;;;;;;1048.16;;
2025-02-18;FY8F;F29C007500;645;;;;;;;;;;641.66;;
2025-02-18;FY8N;F29C008000;280;;;;;;;;;;521.14;;
2025-02-18;FY8P;F29C008500;500;;;;;;;;;;426.24;;
2025-02-18;GV8T;G26C006750;7;;;;;;;;;;148.97;;
2025-02-18;HT86;H25C005300;35;;;;;;;;;;400.15;;
2025-02-18;HT87;H25C005350;250;;;;;;;;;;350.44;;
2025-02-18;HT88;H25C005400;100;;;;;;;;;;300.89;;
2025-02-18;HT89;H25C005450;25;;;;;;;;;;251.66;;
2025-02-18;HT8B;H25C005500;60;;;;;;;;;;203.13;;
2025-02-18;HT8D;H25C005600;320;;;;;;;;;;112.63;;
2025-02-18;HT8F;H25C005650;20;;;;;;;;;;75.66;;
2025-02-18;HT8G;H25C005700;70;;;;;;;;;;47.55;;
2025-02-18;HT8H;H25C005800;5775;1.0;2000.0;1515000.0;15.15;15.15;15.15;15.15;15.15;;16.97;;60.0
2025-02-18;HT8J;H25C005750;570;;;;;;;;;;28.65;;
2025-02-18;HT8K;H25C006200;3150;;;;;;;;;;0.05;;
