Timestamp,Type,Price,Volume
2024-10-08 11:09:26.391333,1,5787.5,9
2024-10-08 11:09:26.391333,1,5787.25,9
2024-10-08 11:09:26.391333,1,5787.0,10
2024-10-08 11:09:26.391333,1,5786.75,11
2024-10-08 11:09:26.391333,1,5786.5,9
2024-10-08 11:09:26.391333,1,5786.25,9
2024-10-08 11:09:26.391333,1,5786.0,11
2024-10-08 11:09:26.391333,1,5785.75,8
2024-10-08 11:09:26.391333,1,5785.5,69
2024-10-08 11:09:26.391333,1,5785.25,9
2024-10-08 11:09:26.391333,1,5785.0,8
2024-10-08 11:09:26.391333,1,5784.75,19
2024-10-08 11:09:26.391333,1,5784.5,14
2024-10-08 11:09:26.391333,1,5784.25,10
2024-10-08 11:09:26.391333,1,5784.0,15
2024-10-08 11:09:26.391333,1,5783.75,76
2024-10-08 11:09:26.391333,1,5783.5,75
2024-10-08 11:09:26.391333,1,5783.25,134
2024-10-08 11:09:26.391333,1,5783.0,134
2024-10-08 11:09:26.391333,1,5782.75,60
2024-10-08 11:09:26.391333,2,5782.25,12
2024-10-08 11:09:26.391333,2,5782.0,80
2024-10-08 11:09:26.391333,2,5781.75,140
2024-10-08 11:09:26.391333,2,5781.5,214
2024-10-08 11:09:26.391333,2,5781.25,221
2024-10-08 11:09:26.391333,2,5781.0,164
2024-10-08 11:09:26.391333,2,5780.75,160
2024-10-08 11:09:26.391333,2,5780.5,100
2024-10-08 11:09:26.391333,2,5780.25,96
2024-10-08 11:09:26.391333,2,5780.0,97
2024-10-08 11:09:26.391333,2,5779.75,16
2024-10-08 11:09:26.391333,2,5779.5,8
2024-10-08 11:09:26.391333,2,5779.25,9
2024-10-08 11:09:26.391333,2,5779.0,11
2024-10-08 11:09:26.391333,2,5778.75,15
2024-10-08 11:09:26.391333,2,5778.5,10
2024-10-08 11:09:26.391333,2,5778.25,9
2024-10-08 11:09:26.391333,2,5778.0,10
2024-10-08 11:09:26.391333,2,5777.75,10
2024-10-08 11:09:26.391333,2,5777.5,12
2024-10-08 11:09:27.393163,1,5787.75,10
2024-10-08 11:09:27.393163,1,5787.5,9
2024-10-08 11:09:27.393163,1,5787.25,9
2024-10-08 11:09:27.393163,1,5787.0,10
2024-10-08 11:09:27.393163,1,5786.75,11
2024-10-08 11:09:27.393163,1,5786.5,9
2024-10-08 11:09:27.393163,1,5786.25,9
2024-10-08 11:09:27.393163,1,5786.0,11
2024-10-08 11:09:27.393163,1,5785.75,8
2024-10-08 11:09:27.393163,1,5785.5,69
2024-10-08 11:09:27.393163,1,5785.25,9
2024-10-08 11:09:27.393163,1,5785.0,8
2024-10-08 11:09:27.393163,1,5784.75,19
2024-10-08 11:09:27.393163,1,5784.5,14
2024-10-08 11:09:27.393163,1,5784.25,10
2024-10-08 11:09:27.393163,1,5784.0,15
2024-10-08 11:09:27.393163,1,5783.75,76
2024-10-08 11:09:27.393163,1,5783.5,135
2024-10-08 11:09:27.393163,1,5783.25,134
2024-10-08 11:09:27.393163,1,5783.0,70
2024-10-08 11:09:27.393163,2,5782.5,20
2024-10-08 11:09:27.393163,2,5782.25,73
2024-10-08 11:09:27.393163,2,5782.0,140
2024-10-08 11:09:27.393163,2,5781.75,140
2024-10-08 11:09:27.393163,2,5781.5,214
2024-10-08 11:09:27.393163,2,5781.25,221
2024-10-08 11:09:27.393163,2,5781.0,164
2024-10-08 11:09:27.393163,2,5780.75,160
2024-10-08 11:09:27.393163,2,5780.5,100
2024-10-08 11:09:27.393163,2,5780.25,96
2024-10-08 11:09:27.393163,2,5780.0,97
2024-10-08 11:09:27.393163,2,5779.75,16
2024-10-08 11:09:27.393163,2,5779.5,8
2024-10-08 11:09:27.393163,2,5779.25,9
2024-10-08 11:09:27.393163,2,5779.0,11
2024-10-08 11:09:27.393163,2,5778.75,15
2024-10-08 11:09:27.393163,2,5778.5,10
2024-10-08 11:09:27.393163,2,5778.25,9
2024-10-08 11:09:27.393163,2,5778.0,10
2024-10-08 11:09:27.393163,2,5777.75,10
2024-10-08 11:09:28.394992,1,5788.25,10
2024-10-08 11:09:28.394992,1,5788.0,71
2024-10-08 11:09:28.394992,1,5787.75,10
2024-10-08 11:09:28.394992,1,5787.5,9
2024-10-08 11:09:28.394992,1,5787.25,9
2024-10-08 11:09:28.394992,1,5787.0,10
2024-10-08 11:09:28.394992,1,5786.75,11
2024-10-08 11:09:28.394992,1,5786.5,9
2024-10-08 11:09:28.394992,1,5786.25,9
2024-10-08 11:09:28.394992,1,5786.0,11
2024-10-08 11:09:28.394992,1,5785.75,8
2024-10-08 11:09:28.394992,1,5785.5,69
2024-10-08 11:09:28.394992,1,5785.25,9
2024-10-08 11:09:28.394992,1,5785.0,8
2024-10-08 11:09:28.394992,1,5784.75,19
2024-10-08 11:09:28.394992,1,5784.5,14
2024-10-08 11:09:28.394992,1,5784.25,10
2024-10-08 11:09:28.394992,1,5784.0,15
2024-10-08 11:09:28.394992,1,5783.75,76
2024-10-08 11:09:28.394992,1,5783.5,75
2024-10-08 11:09:28.394992,2,5782.75,20
2024-10-08 11:09:28.394992,2,5782.5,81
2024-10-08 11:09:28.394992,2,5782.25,73
2024-10-08 11:09:28.394992,2,5782.0,140
2024-10-08 11:09:28.394992,2,5781.75,220
2024-10-08 11:09:28.394992,2,5781.5,214
2024-10-08 11:09:28.394992,2,5781.25,221
2024-10-08 11:09:28.394992,2,5781.0,164
2024-10-08 11:09:28.394992,2,5780.75,100
2024-10-08 11:09:28.394992,2,5780.5,100
2024-10-08 11:09:28.394992,2,5780.25,96
2024-10-08 11:09:28.394992,2,5780.0,97
2024-10-08 11:09:28.394992,2,5779.75,16
2024-10-08 11:09:28.394992,2,5779.5,8
2024-10-08 11:09:28.394992,2,5779.25,9
2024-10-08 11:09:28.394992,2,5779.0,11
2024-10-08 11:09:28.394992,2,5778.75,15
2024-10-08 11:09:28.394992,2,5778.5,10
2024-10-08 11:09:28.394992,2,5778.25,9
2024-10-08 11:09:28.394992,2,5778.0,10
2024-10-08 11:09:29.396822,1,5788.25,10
2024-10-08 11:09:29.396822,1,5788.0,71
2024-10-08 11:09:29.396822,1,5787.75,10
2024-10-08 11:09:29.396822,1,5787.5,9
2024-10-08 11:09:29.396822,1,5787.25,9
2024-10-08 11:09:29.396822,1,5787.0,10
2024-10-08 11:09:29.396822,1,5786.75,11
2024-10-08 11:09:29.396822,1,5786.5,9
2024-10-08 11:09:29.396822,1,5786.25,9
2024-10-08 11:09:29.396822,1,5786.0,11
2024-10-08 11:09:29.396822,1,5785.75,8
2024-10-08 11:09:29.396822,1,5785.5,69
2024-10-08 11:09:29.396822,1,5785.25,9
2024-10-08 11:09:29.396822,1,5785.0,8
2024-10-08 11:09:29.396822,1,5784.75,19
2024-10-08 11:09:29.396822,1,5784.5,14
2024-10-08 11:09:29.396822,1,5784.25,10
2024-10-08 11:09:29.396822,1,5784.0,75
2024-10-08 11:09:29.396822,1,5783.75,136
2024-10-08 11:09:29.396822,1,5783.5,75
2024-10-08 11:09:29.396822,2,5783.0,13
2024-10-08 11:09:29.396822,2,5782.75,80
2024-10-08 11:09:29.396822,2,5782.5,141
2024-10-08 11:09:29.396822,2,5782.25,213
2024-10-08 11:09:29.396822,2,5782.0,220
2024-10-08 11:09:29.396822,2,5781.75,220
2024-10-08 11:09:29.396822,2,5781.5,154
2024-10-08 11:09:29.396822,2,5781.25,161
2024-10-08 11:09:29.396822,2,5781.0,164
2024-10-08 11:09:29.396822,2,5780.75,100
2024-10-08 11:09:29.396822,2,5780.5,100
2024-10-08 11:09:29.396822,2,5780.25,16
2024-10-08 11:09:29.396822,2,5780.0,17
2024-10-08 11:09:29.396822,2,5779.75,16
2024-10-08 11:09:29.396822,2,5779.5,8
2024-10-08 11:09:29.396822,2,5779.25,9
2024-10-08 11:09:29.396822,2,5779.0,11
2024-10-08 11:09:29.396822,2,5778.75,15
2024-10-08 11:09:29.396822,2,5778.5,10
2024-10-08 11:09:29.396822,2,5778.25,9
2024-10-08 11:09:30.397654,1,5788.25,10
2024-10-08 11:09:30.397654,1,5788.0,71
2024-10-08 11:09:30.397654,1,5787.75,10
2024-10-08 11:09:30.397654,1,5787.5,9
2024-10-08 11:09:30.397654,1,5787.25,9
2024-10-08 11:09:30.397654,1,5787.0,10
2024-10-08 11:09:30.397654,1,5786.75,11
2024-10-08 11:09:30.397654,1,5786.5,9
2024-10-08 11:09:30.397654,1,5786.25,9
2024-10-08 11:09:30.397654,1,5786.0,11
2024-10-08 11:09:30.397654,1,5785.75,8
2024-10-08 11:09:30.397654,1,5785.5,69
2024-10-08 11:09:30.397654,1,5785.25,9
2024-10-08 11:09:30.397654,1,5785.0,8
2024-10-08 11:09:30.397654,1,5784.75,19
2024-10-08 11:09:30.397654,1,5784.5,14
2024-10-08 11:09:30.397654,1,5784.25,10
2024-10-08 11:09:30.397654,1,5784.0,135
2024-10-08 11:09:30.397654,1,5783.75,136
2024-10-08 11:09:30.397654,1,5783.5,75
2024-10-08 11:09:30.397654,2,5783.0,17
2024-10-08 11:09:30.397654,2,5782.75,80
2024-10-08 11:09:30.397654,2,5782.5,141
2024-10-08 11:09:30.397654,2,5782.25,213
2024-10-08 11:09:30.397654,2,5782.0,220
2024-10-08 11:09:30.397654,2,5781.75,220
2024-10-08 11:09:30.397654,2,5781.5,159
2024-10-08 11:09:30.397654,2,5781.25,161
2024-10-08 11:09:30.397654,2,5781.0,164
2024-10-08 11:09:30.397654,2,5780.75,100
2024-10-08 11:09:30.397654,2,5780.5,100
2024-10-08 11:09:30.397654,2,5780.25,16
2024-10-08 11:09:30.397654,2,5780.0,17
2024-10-08 11:09:30.397654,2,5779.75,16
2024-10-08 11:09:30.397654,2,5779.5,8
2024-10-08 11:09:30.397654,2,5779.25,9
2024-10-08 11:09:30.397654,2,5779.0,11
2024-10-08 11:09:30.397654,2,5778.75,10
2024-10-08 11:09:30.397654,2,5778.5,10
2024-10-08 11:09:30.397654,2,5778.25,9
2024-10-08 11:09:31.399483,1,5788.5,10
2024-10-08 11:09:31.399483,1,5788.25,10
2024-10-08 11:09:31.399483,1,5788.0,71
2024-10-08 11:09:31.399483,1,5787.75,10
2024-10-08 11:09:31.399483,1,5787.5,9
2024-10-08 11:09:31.399483,1,5787.25,9
2024-10-08 11:09:31.399483,1,5787.0,10
2024-10-08 11:09:31.399483,1,5786.75,11
2024-10-08 11:09:31.399483,1,5786.5,9
2024-10-08 11:09:31.399483,1,5786.25,9
2024-10-08 11:09:31.399483,1,5786.0,11
2024-10-08 11:09:31.399483,1,5785.75,8
2024-10-08 11:09:31.399483,1,5785.5,69
2024-10-08 11:09:31.399483,1,5785.25,9
2024-10-08 11:09:31.399483,1,5785.0,8
2024-10-08 11:09:31.399483,1,5784.75,19
2024-10-08 11:09:31.399483,1,5784.5,14
2024-10-08 11:09:31.399483,1,5784.25,10
2024-10-08 11:09:31.399483,1,5784.0,135
2024-10-08 11:09:31.399483,1,5783.75,75
2024-10-08 11:09:31.399483,2,5783.25,10
2024-10-08 11:09:31.399483,2,5783.0,14
2024-10-08 11:09:31.399483,2,5782.75,80
2024-10-08 11:09:31.399483,2,5782.5,141
2024-10-08 11:09:31.399483,2,5782.25,133
2024-10-08 11:09:31.399483,2,5782.0,220
2024-10-08 11:09:31.399483,2,5781.75,220
2024-10-08 11:09:31.399483,2,5781.5,159
2024-10-08 11:09:31.399483,2,5781.25,161
2024-10-08 11:09:31.399483,2,5781.0,164
2024-10-08 11:09:31.399483,2,5780.75,100
2024-10-08 11:09:31.399483,2,5780.5,100
2024-10-08 11:09:31.399483,2,5780.25,16
2024-10-08 11:09:31.399483,2,5780.0,17
2024-10-08 11:09:31.399483,2,5779.75,16
2024-10-08 11:09:31.399483,2,5779.5,8
2024-10-08 11:09:31.399483,2,5779.25,9
2024-10-08 11:09:31.399483,2,5779.0,11
2024-10-08 11:09:31.399483,2,5778.75,10
2024-10-08 11:09:31.399483,2,5778.5,10
2024-10-08 11:09:32.400314,1,5788.5,10
2024-10-08 11:09:32.400314,1,5788.25,10
2024-10-08 11:09:32.400314,1,5788.0,71
2024-10-08 11:09:32.400314,1,5787.75,10
2024-10-08 11:09:32.400314,1,5787.5,9
2024-10-08 11:09:32.400314,1,5787.25,9
2024-10-08 11:09:32.400314,1,5787.0,10
2024-10-08 11:09:32.400314,1,5786.75,11
2024-10-08 11:09:32.400314,1,5786.5,9
2024-10-08 11:09:32.400314,1,5786.25,9
2024-10-08 11:09:32.400314,1,5786.0,11
2024-10-08 11:09:32.400314,1,5785.75,8
2024-10-08 11:09:32.400314,1,5785.5,69
2024-10-08 11:09:32.400314,1,5785.25,9
2024-10-08 11:09:32.400314,1,5785.0,8
2024-10-08 11:09:32.400314,1,5784.75,19
2024-10-08 11:09:32.400314,1,5784.5,14
2024-10-08 11:09:32.400314,1,5784.25,130
2024-10-08 11:09:32.400314,1,5784.0,135
2024-10-08 11:09:32.400314,1,5783.75,75
2024-10-08 11:09:32.400314,2,5783.25,14
2024-10-08 11:09:32.400314,2,5783.0,74
2024-10-08 11:09:32.400314,2,5782.75,140
2024-10-08 11:09:32.400314,2,5782.5,221
2024-10-08 11:09:32.400314,2,5782.25,213
2024-10-08 11:09:32.400314,2,5782.0,220
2024-10-08 11:09:32.400314,2,5781.75,160
2024-10-08 11:09:32.400314,2,5781.5,159
2024-10-08 11:09:32.400314,2,5781.25,161
2024-10-08 11:09:32.400314,2,5781.0,104
2024-10-08 11:09:32.400314,2,5780.75,100
2024-10-08 11:09:32.400314,2,5780.5,20
2024-10-08 11:09:32.400314,2,5780.25,16
2024-10-08 11:09:32.400314,2,5780.0,17
2024-10-08 11:09:32.400314,2,5779.75,16
2024-10-08 11:09:32.400314,2,5779.5,68
2024-10-08 11:09:32.400314,2,5779.25,9
2024-10-08 11:09:32.400314,2,5779.0,11
2024-10-08 11:09:32.400314,2,5778.75,10
2024-10-08 11:09:32.400314,2,5778.5,10
2024-10-08 11:09:33.401145,1,5788.5,10
2024-10-08 11:09:33.401145,1,5788.25,10
2024-10-08 11:09:33.401145,1,5788.0,71
2024-10-08 11:09:33.401145,1,5787.75,10
2024-10-08 11:09:33.401145,1,5787.5,9
2024-10-08 11:09:33.401145,1,5787.25,9
2024-10-08 11:09:33.401145,1,5787.0,10
2024-10-08 11:09:33.401145,1,5786.75,11
2024-10-08 11:09:33.401145,1,5786.5,9
2024-10-08 11:09:33.401145,1,5786.25,9
2024-10-08 11:09:33.401145,1,5786.0,11
2024-10-08 11:09:33.401145,1,5785.75,8
2024-10-08 11:09:33.401145,1,5785.5,69
2024-10-08 11:09:33.401145,1,5785.25,9
2024-10-08 11:09:33.401145,1,5785.0,8
2024-10-08 11:09:33.401145,1,5784.75,19
2024-10-08 11:09:33.401145,1,5784.5,14
2024-10-08 11:09:33.401145,1,5784.25,130
2024-10-08 11:09:33.401145,1,5784.0,135
2024-10-08 11:09:33.401145,1,5783.75,75
2024-10-08 11:09:33.401145,2,5783.25,19
2024-10-08 11:09:33.401145,2,5783.0,74
2024-10-08 11:09:33.401145,2,5782.75,140
2024-10-08 11:09:33.401145,2,5782.5,221
2024-10-08 11:09:33.401145,2,5782.25,213
2024-10-08 11:09:33.401145,2,5782.0,220
2024-10-08 11:09:33.401145,2,5781.75,160
2024-10-08 11:09:33.401145,2,5781.5,159
2024-10-08 11:09:33.401145,2,5781.25,161
2024-10-08 11:09:33.401145,2,5781.0,104
2024-10-08 11:09:33.401145,2,5780.75,100
2024-10-08 11:09:33.401145,2,5780.5,20
2024-10-08 11:09:33.401145,2,5780.25,16
2024-10-08 11:09:33.401145,2,5780.0,17
2024-10-08 11:09:33.401145,2,5779.75,16
2024-10-08 11:09:33.401145,2,5779.5,68
2024-10-08 11:09:33.401145,2,5779.25,9
2024-10-08 11:09:33.401145,2,5779.0,11
2024-10-08 11:09:33.401145,2,5778.75,10
2024-10-08 11:09:33.401145,2,5778.5,10
2024-10-08 11:09:34.401976,1,5788.25,10
2024-10-08 11:09:34.401976,1,5788.0,71
2024-10-08 11:09:34.401976,1,5787.75,10
2024-10-08 11:09:34.401976,1,5787.5,9
2024-10-08 11:09:34.401976,1,5787.25,9
2024-10-08 11:09:34.401976,1,5787.0,10
2024-10-08 11:09:34.401976,1,5786.75,11
2024-10-08 11:09:34.401976,1,5786.5,9
2024-10-08 11:09:34.401976,1,5786.25,9
2024-10-08 11:09:34.401976,1,5786.0,11
2024-10-08 11:09:34.401976,1,5785.75,8
2024-10-08 11:09:34.401976,1,5785.5,69
2024-10-08 11:09:34.401976,1,5785.25,9
2024-10-08 11:09:34.401976,1,5785.0,8
2024-10-08 11:09:34.401976,1,5784.75,19
2024-10-08 11:09:34.401976,1,5784.5,14
2024-10-08 11:09:34.401976,1,5784.25,130
2024-10-08 11:09:34.401976,1,5784.0,135
2024-10-08 11:09:34.401976,1,5783.75,137
2024-10-08 11:09:34.401976,1,5783.5,73
2024-10-08 11:09:34.401976,2,5782.75,20
2024-10-08 11:09:34.401976,2,5782.5,141
2024-10-08 11:09:34.401976,2,5782.25,133
2024-10-08 11:09:34.401976,2,5782.0,220
2024-10-08 11:09:34.401976,2,5781.75,160
2024-10-08 11:09:34.401976,2,5781.5,159
2024-10-08 11:09:34.401976,2,5781.25,161
2024-10-08 11:09:34.401976,2,5781.0,104
2024-10-08 11:09:34.401976,2,5780.75,100
2024-10-08 11:09:34.401976,2,5780.5,20
2024-10-08 11:09:34.401976,2,5780.25,16
2024-10-08 11:09:34.401976,2,5780.0,17
2024-10-08 11:09:34.401976,2,5779.75,16
2024-10-08 11:09:34.401976,2,5779.5,68
2024-10-08 11:09:34.401976,2,5779.25,9
2024-10-08 11:09:34.401976,2,5779.0,11
2024-10-08 11:09:34.401976,2,5778.75,10
2024-10-08 11:09:34.401976,2,5778.5,10
2024-10-08 11:09:34.401976,2,5778.25,9
2024-10-08 11:09:34.401976,2,5778.0,10
2024-10-08 11:09:35.402807,1,5788.0,71
2024-10-08 11:09:35.402807,1,5787.75,10
2024-10-08 11:09:35.402807,1,5787.5,9
2024-10-08 11:09:35.402807,1,5787.25,9
2024-10-08 11:09:35.402807,1,5787.0,10
2024-10-08 11:09:35.402807,1,5786.75,11
2024-10-08 11:09:35.402807,1,5786.5,9
2024-10-08 11:09:35.402807,1,5786.25,9
2024-10-08 11:09:35.402807,1,5786.0,11
2024-10-08 11:09:35.402807,1,5785.75,8
2024-10-08 11:09:35.402807,1,5785.5,69
2024-10-08 11:09:35.402807,1,5785.25,9
2024-10-08 11:09:35.402807,1,5785.0,8
2024-10-08 11:09:35.402807,1,5784.75,19
2024-10-08 11:09:35.402807,1,5784.5,14
2024-10-08 11:09:35.402807,1,5784.25,70
2024-10-08 11:09:35.402807,1,5784.0,135
2024-10-08 11:09:35.402807,1,5783.75,137
2024-10-08 11:09:35.402807,1,5783.5,133
2024-10-08 11:09:35.402807,1,5783.25,134
2024-10-08 11:09:35.402807,2,5782.5,21
2024-10-08 11:09:35.402807,2,5782.25,73
2024-10-08 11:09:35.402807,2,5782.0,140
2024-10-08 11:09:35.402807,2,5781.75,220
2024-10-08 11:09:35.402807,2,5781.5,154
2024-10-08 11:09:35.402807,2,5781.25,161
2024-10-08 11:09:35.402807,2,5781.0,104
2024-10-08 11:09:35.402807,2,5780.75,100
2024-10-08 11:09:35.402807,2,5780.5,100
2024-10-08 11:09:35.402807,2,5780.25,21
2024-10-08 11:09:35.402807,2,5780.0,17
2024-10-08 11:09:35.402807,2,5779.75,16
2024-10-08 11:09:35.402807,2,5779.5,68
2024-10-08 11:09:35.402807,2,5779.25,9
2024-10-08 11:09:35.402807,2,5779.0,11
2024-10-08 11:09:35.402807,2,5778.75,10
2024-10-08 11:09:35.402807,2,5778.5,10
2024-10-08 11:09:35.402807,2,5778.25,9
2024-10-08 11:09:35.402807,2,5778.0,10
2024-10-08 11:09:35.402807,2,5777.75,10
2024-10-08 11:09:36.403638,1,5788.0,71
2024-10-08 11:09:36.403638,1,5787.75,10
2024-10-08 11:09:36.403638,1,5787.5,9
2024-10-08 11:09:36.403638,1,5787.25,9
2024-10-08 11:09:36.403638,1,5787.0,10
2024-10-08 11:09:36.403638,1,5786.75,11
2024-10-08 11:09:36.403638,1,5786.5,9
2024-10-08 11:09:36.403638,1,5786.25,9
2024-10-08 11:09:36.403638,1,5786.0,11
2024-10-08 11:09:36.403638,1,5785.75,8
2024-10-08 11:09:36.403638,1,5785.5,69
2024-10-08 11:09:36.403638,1,5785.25,9
2024-10-08 11:09:36.403638,1,5785.0,8
2024-10-08 11:09:36.403638,1,5784.75,19
2024-10-08 11:09:36.403638,1,5784.5,14
2024-10-08 11:09:36.403638,1,5784.25,70
2024-10-08 11:09:36.403638,1,5784.0,75
2024-10-08 11:09:36.403638,1,5783.75,77
2024-10-08 11:09:36.403638,1,5783.5,73
2024-10-08 11:09:36.403638,1,5783.25,134
2024-10-08 11:09:36.403638,2,5782.5,20
2024-10-08 11:09:36.403638,2,5782.25,73
2024-10-08 11:09:36.403638,2,5782.0,140
2024-10-08 11:09:36.403638,2,5781.75,220
2024-10-08 11:09:36.403638,2,5781.5,154
2024-10-08 11:09:36.403638,2,5781.25,161
2024-10-08 11:09:36.403638,2,5781.0,104
2024-10-08 11:09:36.403638,2,5780.75,100
2024-10-08 11:09:36.403638,2,5780.5,100
2024-10-08 11:09:36.403638,2,5780.25,21
2024-10-08 11:09:36.403638,2,5780.0,17
2024-10-08 11:09:36.403638,2,5779.75,16
2024-10-08 11:09:36.403638,2,5779.5,68
2024-10-08 11:09:36.403638,2,5779.25,9
2024-10-08 11:09:36.403638,2,5779.0,11
2024-10-08 11:09:36.403638,2,5778.75,10
2024-10-08 11:09:36.403638,2,5778.5,10
2024-10-08 11:09:36.403638,2,5778.25,9
2024-10-08 11:09:36.403638,2,5778.0,10
2024-10-08 11:09:36.403638,2,5777.75,10
2024-10-08 11:09:37.405468,1,5787.75,10
2024-10-08 11:09:37.405468,1,5787.5,9
