Timestamp,Last,Bid,Ask,Volume,Flags
2024-10-08 11:09:26.391333,5782.75,5782.25,5782.75,2,6
2024-10-08 11:09:27.393163,5782.75,5782.5,5783.0,2,6
2024-10-08 11:09:28.394992,5782.75,5782.75,5783.5,2,6
2024-10-08 11:09:29.396822,5782.75,5783.0,5783.5,2,2
2024-10-08 11:09:30.397654,5782.75,5783.0,5783.5,2,2
2024-10-08 11:09:31.399483,5782.75,5783.25,5783.75,2,6
2024-10-08 11:09:32.400314,5782.75,5783.25,5783.75,2,6
2024-10-08 11:09:33.401145,5782.75,5783.25,5783.75,2,6
2024-10-08 11:09:34.401976,5782.75,5782.75,5783.5,2,4
2024-10-08 11:09:35.402807,5782.75,5782.5,5783.25,2,2
2024-10-08 11:09:36.403638,5782.75,5782.5,5783.25,2,4
2024-10-08 11:09:37.405468,5782.75,5782.5,5783.0,2,6
2024-10-08 11:09:38.406299,5782.75,5782.0,5782.5,2,6
2024-10-08 11:09:39.407131,5782.75,5782.0,5782.5,2,6
2024-10-08 11:09:40.407962,5782.5,5782.0,5782.75,1,0
2024-10-08 11:09:41.408793,5782.5,5782.25,5782.75,1,6
2024-10-08 11:09:42.410623,5782.5,5782.5,5783.0,1,6
2024-10-08 11:09:43.414450,5782.5,5782.5,5783.0,1,2
2024-10-08 11:09:44.417279,5782.5,5782.5,5783.25,1,4
2024-10-08 11:09:45.422107,5782.5,5782.5,5783.0,1,6
2024-10-08 11:09:46.424935,5782.5,5782.5,5783.0,1,6
2024-10-08 11:09:47.427764,5782.5,5782.5,5783.0,1,6
2024-10-08 11:09:48.434587,5782.5,5782.5,5783.0,1,6
2024-10-08 11:09:49.437417,5782.5,5782.25,5783.0,1,2
2024-10-08 11:09:50.440245,5782.5,5782.25,5782.75,1,6
2024-10-08 11:09:51.443074,5782.5,5782.25,5783.0,1,4
2024-10-08 11:09:52.445903,5782.5,5782.25,5783.0,1,4
2024-10-08 11:09:53.448731,5782.5,5782.25,5782.75,1,4
2024-10-08 11:09:54.452559,5782.5,5782.25,5782.75,1,4
2024-10-08 11:09:55.456386,5782.5,5782.25,5783.0,1,4
2024-10-08 11:09:56.459216,5782.5,5782.0,5782.75,1,4
2024-10-08 11:09:57.462044,5782.5,5782.25,5782.75,1,2
2024-10-08 11:09:58.465872,5782.5,5782.0,5782.5,1,6
2024-10-08 11:09:59.468700,5782.5,5781.75,5782.25,1,6
2024-10-08 11:10:00.471529,5782.5,5781.75,5782.25,1,6
2024-10-08 11:10:01.475357,5782.5,5782.0,5782.5,1,2
2024-10-08 11:10:02.479185,5782.5,5781.75,5782.25,1,6
2024-10-08 11:10:03.483012,5782.5,5782.0,5782.5,1,6
2024-10-08 11:10:04.485842,5782.5,5781.75,5782.25,1,6
2024-10-08 11:10:05.488670,5782.5,5782.0,5782.75,1,6
2024-10-08 11:10:06.491499,5782.5,5781.75,5782.25,1,6
2024-10-08 11:10:07.494327,5782.5,5782.0,5782.5,1,2
2024-10-08 11:10:08.500152,5782.5,5781.75,5782.5,1,2
2024-10-08 11:10:09.502981,5782.5,5782.0,5782.5,1,6
2024-10-08 11:10:10.505811,5782.5,5782.25,5782.75,1,6
2024-10-08 11:10:11.509638,5782.5,5782.0,5782.5,1,4
2024-10-08 11:10:12.515463,5782.5,5781.75,5782.25,1,6
2024-10-08 11:10:13.520289,5782.5,5781.75,5782.25,1,6
2024-10-08 11:10:14.523118,5782.5,5781.75,5782.5,1,2
2024-10-08 11:10:15.525947,5782.5,5782.25,5782.75,1,6
2024-10-08 11:10:16.528776,5782.5,5782.5,5783.0,1,6
2024-10-08 11:10:17.535600,5782.5,5782.0,5782.75,1,6
2024-10-08 11:10:18.539427,5782.5,5782.0,5782.5,1,4
2024-10-08 11:10:19.543255,5782.5,5782.0,5782.5,1,4
2024-10-08 11:10:20.549081,5782.5,5781.75,5782.25,1,6
2024-10-08 11:10:21.552908,5782.5,5781.75,5782.5,1,4
2024-10-08 11:10:22.555737,5782.5,5782.25,5782.75,1,6
2024-10-08 11:10:23.558565,5782.5,5782.25,5783.0,1,6
2024-10-08 11:10:24.561395,5782.5,5782.5,5783.0,1,2
2024-10-08 11:10:25.565222,5782.5,5782.0,5782.75,1,2
2024-10-08 11:10:26.568051,5782.5,5782.0,5782.75,1,2
2024-10-08 11:10:27.570880,5782.5,5781.75,5782.25,1,4
2024-10-08 11:10:28.625647,5782.5,5781.75,5782.25,1,4
2024-10-08 11:10:29.628476,5782.5,5781.5,5782.0,1,6
2024-10-08 11:10:30.631306,5782.5,5780.75,5781.25,1,6
2024-10-08 11:10:31.639128,5782.5,5781.0,5781.5,1,6
2024-10-08 11:10:32.641958,5782.5,5781.0,5781.5,1,6
2024-10-08 11:10:33.645785,5782.5,5781.25,5782.0,1,4
2024-10-08 11:10:34.648613,5782.5,5781.25,5781.75,1,6
2024-10-08 11:10:35.652441,5782.5,5781.25,5781.75,1,6
2024-10-08 11:10:36.656268,5782.5,5781.0,5781.5,1,6
2024-10-08 11:10:37.660096,5782.5,5781.0,5781.5,1,2
2024-10-08 11:10:38.662925,5782.5,5780.75,5781.0,1,6
2024-10-08 11:10:39.664755,5780.75,5780.5,5781.0,4,6
2024-10-08 11:10:40.668582,5780.75,5780.5,5781.0,4,6
