Data;Série;Código;Contratos em Aberto;Negócios Realizados;Contratos Negociados;Volume;Preço de Abertura;Preço Mínimo;Preço Máximo;Preço Médio;Último Preço;Variação em Pontos;Prêmio de Referência;Última Oferta de Compra;Última Oferta de Venda
2025-02-04;UTDR;U25P005650;100;;;;;;;;;88,5;;;
2025-02-04;UTDT;U25P005750;5;;;;;;;;;119,49;;;
2025-02-04;VTD1;V25P005650;10440;;;;;;;;;93,24;;;
2025-02-04;VTD2;V25P005700;5100;;;;;;;;;106,95;;;
2025-02-04;VTD3;V25P005750;5;;;;;;;;;122,55;;;
2025-02-04;VTD4;V25P005800;700;;;;;;;;;139,52;;;
2025-02-04;VTD5;V25P005850;5000;;;;;;;;;157,85;;;
2025-02-04;VTD6;V25P005900;85;;;;;;;;;177,56;;;
2025-02-04;VTD7;V25P005950;5000;;;;;;;;;198,63;;;
2025-02-04;VTD8;V25P006000;6500;;;;;;;;;221,23;;;
2025-02-04;VTDD;V25P006200;300;;;;;;;;;324,72;;;
2025-02-04;VTDP;V25P005000;2700;;;;;;;;;9,94;;;
2025-02-04;VTDQ;V25P005050;5200;;;;;;;;;12,29;;;
2025-02-04;VTDR;V25P005100;5250;;;;;;;;;15,03;;;
2025-02-04;VTDS;V25P005150;1450;;;;;;;;;18,32;;;
2025-02-04;VTDT;V25P005200;5780;;;;;;;;;22,1;;;
2025-02-04;VTDV;V25P005250;1050;;;;;;;;;26,55;;;
2025-02-04;VTDX;V25P005350;1500;;;;;;;;;37,6;;;
2025-02-04;VTDY;V25P005400;5385;;;;;;;;;44,41;;;
2025-02-04;VTDZ;V25P005450;2200;;;;;;;;;52,12;;;
2025-02-04;VTF0;V25P005500;5280;;;;;;;;;60,81;;;
2025-02-04;VTF3;V25P004800;100;;;;;;;;;3,96;;;
2025-02-04;VTF5;V25P004900;585;;;;;;;;;6,37;;;
2025-02-04;VTF6;V25P004950;1000;;;;;;;;;8;;;
2025-02-04;VTF8;V25P006300;400;;;;;;;;;384,64;;;
2025-02-04;VVD0;V26P005000;40;;;;;;;;;25,58;;;
2025-02-04;VVD4;V26P005400;50;;;;;;;;;61,64;;;
2025-02-04;VVD5;V26P005500;100;;;;;;;;;75,27;;;
2025-02-04;VVD7;V26P005700;460;;;;;;;;;108,64;;;
2025-02-04;VVDB;V26P006000;1000;;;;;;;;;177,28;;;
2025-02-04;VVDD;V26P006200;2100;;;;;;;;;240,51;;;
2025-02-04;VVDN;V26P006700;400;;;;;;;;;444,91;;;
2025-02-04;VVDW;V26P005750;1750;;;;;;;;;118,33;;;
2025-02-04;XTDB;X25P005000;320;;;;;;;;;11,85;;;
2025-02-04;XTDR;X25P005650;200;;;;;;;;;94,73;;;
2025-02-04;XTDT;X25P005750;325;;;;;;;;;122,46;;;
2025-02-04;XTDV;X25P005800;400;;;;;;;;;138,88;;;
2025-02-04;XTDX;X25P005900;50;;;;;;;;;175,36;;;
2025-02-04;XTDZ;X25P006000;400;;;;;;;;;216,71;;;
2025-02-04;ZTD2;Z25P005100;650;;;;;;;;;20,02;;;
2025-02-04;ZTDH;Z25P005750;5;;;;;;;;;123,73;;;
2025-02-04;ZTDK;Z25P005850;105;;;;;;;;;156,08;;;
2025-02-04;ZTDM;Z25P005950;40;;;;;;;;;193,13;;;
2025-02-04;ZTDN;Z25P006000;650;;;;;;;;;213,41;;;
2025-02-04;ZTDP;Z25P006050;200;;;;;;;;;234,84;;;
2025-02-04;ZTDR;Z25P006150;110;;;;;;;;;281,12;;;
2025-02-04;ZTDV;Z25P006300;100;;;;;;;;;359,65;;;
